Unknown Number,Gene ID,Gene Type,LogFC,AveExpr,Gene Stable ID Ver,Gene name,Gene Type,Gene Start,Gene End
7707, ENSG00000214070.3, processed_pseudogene, 0.127890146804593, -1.44047026547646, ENSG00000214070.3,MANEALP1,processed_pseudogene,135897955,135898978,
9758, ENSG00000227707.1, processed_pseudogene, -0.116588582544276, 5.47483967574587, ENSG00000227707.1,SDAD1P3,processed_pseudogene,33771963,33772295,
16161, ENSG00000206958.1, snoRNA, 0.124624877288865, 3.60187964366976, ENSG00000206958.1,SNORA70,snoRNA,88382772,88382907,
16431, ENSG00000248350.1, processed_pseudogene, 0.133045030999567, -0.771544628570124, ENSG00000248350.1,,processed_pseudogene,112363456,112363666,
15545, ENSG00000248779.1, lincRNA, 0.12750049328948, 1.45733523550687, ENSG00000248779.1,,lncRNA,44752949,44765744,
15169, ENSG00000185296.8, processed_pseudogene, -0.11617049800957, 8.80754816295838, ENSG00000185296.8,,processed_pseudogene,17306381,17306960,
14985, ENSG00000223007.1, misc_RNA, 0.128701580064323, 0.459274332977129, ENSG00000223007.1,RN7SKP73,misc_RNA,5126046,5126337,
13020, ENSG00000222257.1, misc_RNA, 0.119431731287168, 3.67516608949149, ENSG00000222257.1,RN7SKP199,misc_RNA,45995119,45995423,
7564, ENSG00000224352.1, unprocessed_pseudogene, 0.140325079460541, -1.4961633999351, ENSG00000224352.1,,unprocessed_pseudogene,130330142,130330285,
832, ENSG00000252190.1, scaRNA, -0.115989882190075, 6.97829908590563, ENSG00000252190.1,,scaRNA,26006006,26006130,
18722, ENSG00000204188.7, transcribed_unitary_pseudogene, 0.116663788324986, 2.87896502111233, ENSG00000204188.7,GGNBP1,transcribed_unitary_pseudogene,33540046,33589026,
6290, ENSG00000241625.3, misc_RNA, 0.131235407245825, 5.12185816821087, ENSG00000241625.3,RN7SL18P,misc_RNA,62491178,62491468,"RNA, 7SL, cytoplasmic 18,
9870, ENSG00000234067.1, processed_pseudogene, 0.144817281007336, 0.435265708093138, ENSG00000234067.1,RPL5P10,processed_pseudogene,40586535,40587428,
9588, ENSG00000233133.1, unprocessed_pseudogene, -0.129774177894941, 7.91596416940066, ENSG00000233133.1,,unprocessed_pseudogene,17706058,17706233,
4580, ENSG00000226036.1, processed_pseudogene, 0.135851923266968, -0.48431384524563, ENSG00000226036.1,,processed_pseudogene,212647296,212647755,
15589, ENSG00000213940.4, processed_pseudogene, 0.139992855226359, -0.572006523961719, ENSG00000213940.4,,processed_pseudogene,53206561,53207176,
14555, ENSG00000236941.6, processed_pseudogene, 0.117894796994158, 0.201299430592968, ENSG00000236941.6,,processed_pseudogene,164948079,164949438,
18552, ENSG00000234006.1, antisense, 0.171894485532404, 0.717572941218953, ENSG00000234006.1,DDX39B-AS1,lncRNA,31542304,31543138,
9582, ENSG00000226441.2, antisense, 0.114830615382025, 3.63341729888096, ENSG00000226441.2,PLCL2-AS1,lncRNA,17042742,17044192,
2093, ENSG00000229486.2, processed_pseudogene, 0.114189043271955, 0.448557171276268, ENSG00000229486.2,,processed_pseudogene,84015865,84018371,
3019, ENSG00000206828.1, snRNA, 0.1401191411793, 7.20069583747458, ENSG00000206828.1,RNVU1-30,snRNA,149636766,149636929,"RNA,
10688, ENSG00000249225.1, antisense, 0.186268015893194, -1.50607561054947, ENSG00000249225.1,,lncRNA,98099908,98148134,"novel transcript, antisense to OR5H1, OR5H14,
13609, ENSG00000248196.1, processed_pseudogene, -0.139960020327076, -1.15028148091738, ENSG00000248196.1,,processed_pseudogene,87166844,87167734,
8211, ENSG00000213069.3, processed_pseudogene, 0.130709538713181, -0.120066669998188, ENSG00000213069.3,KRT8P40,processed_pseudogene,177197985,177198547,
14582, ENSG00000206711.1, misc_RNA, 0.119961069995033, 3.01832915538392, ENSG00000206711.1,Y_RNA,misc_RNA,166312935,166313034,
18345, ENSG00000228666.1, processed_pseudogene, 0.124469109790087, 1.06850272021585, ENSG00000228666.1,KRT18P1,processed_pseudogene,28969130,28970460,
11657, ENSG00000242537.1, processed_pseudogene, -0.114162478803843, 7.97144448703932, ENSG00000242537.1,MRE11P1,processed_pseudogene,156111432,156114198,"MRE11 homolog,
17475, ENSG00000253683.1, processed_pseudogene, 0.147758738944909, -0.196771792167101, ENSG00000253683.1,,processed_pseudogene,172656522,172656713,
5367, ENSG00000224885.1, sense_intronic, -0.11768333780917, 6.45715614562897, ENSG00000224885.1,EIPR1-IT1,lncRNA,3298341,3301465,
12127, ENSG00000238942.1, snoRNA, 0.131683488265542, -0.953356441936375, ENSG00000238942.1,SNORD2,snoRNA,186784796,186784864,"small nucleolar RNA,
3734, ENSG00000232223.1, processed_pseudogene, -0.125060081858879, 7.54127266641412, ENSG00000232223.1,CNN2P10,processed_pseudogene,166796266,166797183,
11408, ENSG00000261826.1, lincRNA, 0.12113979912813, 0.492114015753461, ENSG00000261826.1,,lncRNA,140865075,140867783,
1629, ENSG00000233664.1, processed_pseudogene, 0.127944246798291, 8.95794684050479, ENSG00000233664.1,NDUFS5P3,processed_pseudogene,52709122,52709442,
13493, ENSG00000248128.1, processed_pseudogene, -0.11883912814872, 9.24530548976828, ENSG00000248128.1,,processed_pseudogene,78003143,78003439,
15279, ENSG00000251033.1, lincRNA, 0.13810830963771, 8.95740214616891, ENSG00000251033.1,,lncRNA,26711551,26749997,
13542, ENSG00000202440.1, snoRNA, 0.114540900506834, 3.66260921614799, ENSG00000202440.1,SNORD42,snoRNA,82402638,82402706,
6812, ENSG00000277852.1, unprocessed_pseudogene, 0.130621298934646, 4.68659251143487, ENSG00000277852.1,,unprocessed_pseudogene,89203509,89203906,
12953, ENSG00000250893.1, antisense, 0.153300309799696, -0.873239815431544, ENSG00000250893.1,,lncRNA,40426119,40427585,
14244, ENSG00000272632.1, lincRNA, 0.129573245885042, 7.78814843905238, ENSG00000272632.1,,lncRNA,141430831,141431284,
2572, ENSG00000232240.2, processed_pseudogene, 0.133277990109104, 0.219171057581482, ENSG00000232240.2,,processed_pseudogene,111323833,111324075,
14066, ENSG00000228489.1, processed_pseudogene, 0.13061714485031, 1.32648816980483, ENSG00000228489.1,RPL21P50,processed_pseudogene,123745750,123746226,
5428, ENSG00000285591.1, lincRNA, -0.124180819329074, 5.1272660706852, ENSG00000285591.1,,lncRNA,8488420,8505027,
15705, ENSG00000275634.1, misc_RNA, 0.114592466791821, 4.91584147453833, ENSG00000275634.1,,misc_RNA,60488078,60488327,
1429, ENSG00000234093.3, processed_pseudogene, -0.117167855233791, -0.741866626055069, ENSG00000234093.3,RPS15AP11,processed_pseudogene,44780331,44780715,
14737, ENSG00000185758.9, protein_coding, 0.137294530267649, 0.0972549390541737, ENSG00000185758.9,CLDN24,protein_coding,183321764,183322426,
2710, ENSG00000252510.1, rRNA_pseudogene, 0.130298735796704, 1.82831234994157, ENSG00000252510.1,RNA5SP55,rRNA_pseudogene,116962347,116962471,"RNA,
2243, ENSG00000223787.2, processed_pseudogene, 0.143973152439087, 0.390981138021641, ENSG00000223787.2,,processed_pseudogene,92580476,92580821,
4693, ENSG00000200033.1, snRNA, -0.117919156527026, 4.90194200888519, ENSG00000200033.1,RNU6-403P,snRNA,221837334,221837437,"RNA, U6 small nuclear 403,
13095, ENSG00000212588.1, snoRNA, -0.149174012997649, 0.587305101495504, ENSG00000212588.1,SNORA26,snoRNA,52713249,52713370,"small nucleolar RNA,
18588, ENSG00000252743.1, snRNA, 0.127600945074734, 3.43615677247229, ENSG00000252743.1,RNU6-850P,snRNA,31756951,31757053,"RNA, U6 small nuclear 850,
14832, ENSG00000213331.4, processed_pseudogene, 0.117419460022951, 0.233591246301391, ENSG00000213331.4,,processed_pseudogene,187970273,187971284,
8547, ENSG00000273209.1, lincRNA, 0.115155889275062, 4.17458061861032, ENSG00000273209.1,,lncRNA,202032770,202033537,
15473, ENSG00000199552.1, snoRNA, 0.119269603494433, -0.655042113055242, ENSG00000199552.1,SNORA63,snoRNA,40654963,40655094,
12951, ENSG00000239010.1, snRNA, -0.118812729362937, 4.66082786566808, ENSG00000239010.1,RNU7-74P,snRNA,40377452,40377513,"RNA,
4166, ENSG00000253148.1, protein_coding, 0.152914695802527, -1.0888944635678, ENSG00000253148.1,RGS21,protein_coding,192316992,192367285,
10747, ENSG00000213431.4, processed_pseudogene, 0.119483586076479, 0.425677704214608, ENSG00000213431.4,,processed_pseudogene,100910975,100912175,"family with sequence similarity 175,
1835, ENSG00000278287.1, misc_RNA, 0.12874274101618, 0.18823491739411, ENSG00000278287.1,,misc_RNA,63549133,63549216,
2433, ENSG00000227850.1, processed_pseudogene, -0.136671864688961, -0.296805121776915, ENSG00000227850.1,SEPTIN2P1,processed_pseudogene,105698039,105698218,
14298, ENSG00000248356.1, antisense, -0.118841525830504, 5.24119052434777, ENSG00000248356.1,,lncRNA,145642336,145650624,
5869, ENSG00000206951.1, misc_RNA, 0.123002702616732, -0.967080444826251, ENSG00000206951.1,Y_RNA,misc_RNA,32945339,32945451,
11000, ENSG00000240882.1, processed_pseudogene, 0.127891183981542, 0.271333612470644, ENSG00000240882.1,,processed_pseudogene,120306726,120307952,
1061, ENSG00000224333.1, processed_pseudogene, 0.115622757862131, 4.49855259347112, ENSG00000224333.1,GAPDHP20,processed_pseudogene,32402109,32403115,
1641, ENSG00000264834.1, miRNA, 0.137687101585852, 0.191926371587365, ENSG00000264834.1,,miRNA,52928674,52928772,
6000, ENSG00000226491.1, processed_pseudogene, -0.12321582225332, 0.39798481426663, ENSG00000226491.1,FTOP1,processed_pseudogene,42797225,42798712,
2163, ENSG00000199318.1, rRNA_pseudogene, 0.116445977632638, -0.0258905797392589, ENSG00000199318.1,RNA5SP52,rRNA_pseudogene,87453240,87453373,"RNA,
14990, ENSG00000248729.1, processed_pseudogene, 0.119251906036993, -0.341329791794917, ENSG00000248729.1,MTCO1P30,processed_pseudogene,5395378,5395957,
7648, ENSG00000274353.1, unprocessed_pseudogene, 0.192599825903783, -0.490255652568757, ENSG00000274353.1,,unprocessed_pseudogene,131821987,131822920,"TBC1 domain family,
16058, ENSG00000242706.2, processed_pseudogene, -0.114255422693696, 3.31494392671697, ENSG00000242706.2,RPS27AP9,processed_pseudogene,80498534,80498971,
6180, ENSG00000200086.1, snRNA, -0.157153587401798, -1.30650992586168, ENSG00000200086.1,RNU6-433P,snRNA,55014418,55014521,"RNA, U6 small nuclear 433,
13612, ENSG00000263981.1, miRNA, 0.121434918515208, 1.72782712936351, ENSG00000263981.1,MIR5705,miRNA,87300495,87300583,
266, ENSG00000269978.1, lincRNA, 0.131071100403982, 5.56261654087822, ENSG00000269978.1,,lncRNA,7700704,7700970,
4215, ENSG00000207139.1, misc_RNA, -0.11357872062025, 7.16349719305059, ENSG00000207139.1,Y_RNA,misc_RNA,197685640,197685740,
5144, ENSG00000232085.1, antisense, -0.118622975315936, 5.0400725806324, ENSG00000232085.1,,lncRNA,243164638,243169445,"novel transcript,
18684, ENSG00000228688.1, unprocessed_pseudogene, 0.119534395146593, 2.14500068807577, ENSG00000228688.1,COL11A2P1,unprocessed_pseudogene,33103794,33107330,
5928, ENSG00000235848.4, antisense, 0.129341442697315, 0.735277214689425, ENSG00000235848.4,RMDN2-AS1,lncRNA,37949911,38067041,
16727, ENSG00000221287.1, miRNA, 0.127870686087497, 0.875807381462948, ENSG00000221287.1,MIR1289-2,miRNA,133427596,133427706,
15031, ENSG00000280338.1, TEC, 0.122578320590109, 0.507005884014944, ENSG00000280338.1,,TEC,8080186,8080761,
16747, ENSG00000248559.1, antisense, 0.142455243312413, -1.15155674213594, ENSG00000248559.1,,lncRNA,134399495,134401921,
5149, ENSG00000236031.1, antisense, 0.132039792346875, 0.115548334745756, ENSG00000236031.1,,lncRNA,243545532,243548329,
12282, ENSG00000235836.1, processed_pseudogene, 0.235481779153172, 2.0536318725449, ENSG00000235836.1,KIF3AP1,processed_pseudogene,195843986,195844596,
12767, ENSG00000248343.1, antisense, 0.145691869700283, 0.61791480489869, ENSG00000248343.1,,lncRNA,21697450,21719026,
4285, ENSG00000231871.5, antisense, 0.119508601988691, 0.137143744324639, ENSG00000231871.5,IPO9-AS1,lncRNA,201688259,201829559,
4470, ENSG00000226565.2, processed_pseudogene, -0.124996318485515, 1.45597700123607, ENSG00000226565.2,,processed_pseudogene,207150205,207150281,
11183, ENSG00000239503.1, processed_pseudogene, -0.11199226908286, 4.55480793463704, ENSG00000239503.1,MARK2P8,processed_pseudogene,128748538,128749489,
2452, ENSG00000260879.1, antisense, 0.148127530676953, 0.491595572313062, ENSG00000260879.1,,lncRNA,108199926,108201491,"novel transcript,
15194, ENSG00000249156.2, protein_coding, 0.118741819973409, 0.880739098401677, ENSG00000249156.2,TAF11L12,protein_coding,17610496,17611583,
9492, ENSG00000274514.1, misc_RNA, -0.121224950622292, -1.31915935892217, ENSG00000274514.1,Metazoa_SRP,misc_RNA,12576961,12577237,
16422, ENSG00000253057.1, misc_RNA, 0.116524759095706, 0.18157029676122, ENSG00000253057.1,RN7SKP57,misc_RNA,111719769,111720061,
421, ENSG00000225196.2, processed_pseudogene, 0.128193811096847, -0.0348917307425826, ENSG00000225196.2,RPL10P17,processed_pseudogene,12220794,12221109,
17382, ENSG00000253538.1, lincRNA, 0.124681152198382, 3.68373775137825, ENSG00000253538.1,,lncRNA,164209631,164211892,
8509, ENSG00000252148.1, snRNA, 0.126285943639487, -0.493327418999115, ENSG00000252148.1,RNU6-1206P,snRNA,201079842,201079944,"RNA, U6 small nuclear 1206,
9507, ENSG00000223398.1, processed_pseudogene, 0.128246478512683, -0.038859439471674, ENSG00000223398.1,,processed_pseudogene,13460424,13460889,
9399, ENSG00000281863.1, snoRNA, -0.115346579350995, 5.98222383293092, ENSG00000281863.1,,snoRNA,8931495,8931632,
4879, ENSG00000212237.1, rRNA_pseudogene, -0.11743083409023, 7.35957933518758, ENSG00000212237.1,RNA5SP18,rRNA_pseudogene,228647912,228648032,"RNA,
5130, ENSG00000213690.3, processed_pseudogene, -0.129132457243471, 4.9515861045407, ENSG00000213690.3,,processed_pseudogene,242376923,242377432,
7809, ENSG00000207225.1, snRNA, 0.140969269353872, 0.267813755734664, ENSG00000207225.1,RNU6-692P,snRNA,147408342,147408448,"RNA, U6 small nuclear 692,
10753, ENSG00000232830.5, processed_pseudogene, 0.120672415460687, 0.351382704133842, ENSG00000232830.5,FAM136CP,processed_pseudogene,101414228,101414633,"family with sequence similarity 136 member C,
13088, ENSG00000251286.2, processed_pseudogene, 0.136020005358582, -1.03183393485784, ENSG00000251286.2,,processed_pseudogene,52440494,52441535,
9792, ENSG00000271993.1, antisense, 0.140984275652041, 0.911655358525563, ENSG00000271993.1,,lncRNA,37182107,37182734,"novel transcript,
13074, ENSG00000268391.1, processed_pseudogene, -0.137753291679341, -1.13688396522554, ENSG00000268391.1,MTCO3P42,processed_pseudogene,49548918,49549435,
11152, ENSG00000240562.1, lincRNA, -0.117843279897645, 5.44474278420473, ENSG00000240562.1,,lncRNA,127489553,127490787,
14961, ENSG00000248137.1, lincRNA, 0.135390886964548, 0.802344536012702, ENSG00000248137.1,,lncRNA,2831021,2835139,
11448, ENSG00000199319.1, misc_RNA, 0.121770032407007, 3.20142259439576, ENSG00000199319.1,RN7SKP25,misc_RNA,142673597,142673904,
15388, ENSG00000250886.1, processed_pseudogene, -0.114298082706383, 6.62413036898191, ENSG00000250886.1,,processed_pseudogene,35081223,35081992,
13214, ENSG00000240152.2, lincRNA, 0.162561692243201, -0.570624348687262, ENSG00000240152.2,LINC02271,lncRNA,61143656,61153962,
2705, ENSG00000223489.1, processed_pseudogene, -0.114045764570929, 7.54123311909888, ENSG00000223489.1,NEFHP1,processed_pseudogene,116739981,116742609,
18088, ENSG00000222431.1, snRNA, 0.117541251013383, 1.00493814694711, ENSG00000222431.1,RNU6-141P,snRNA,20452369,20452473,"RNA, U6 small nuclear 141,
7867, ENSG00000213197.3, processed_pseudogene, 0.120102488127509, 11.598252692251, ENSG00000213197.3,NUDCP1,processed_pseudogene,152389937,152390630,
15411, ENSG00000274441.1, antisense, -0.113176099550047, 3.54760564039607, ENSG00000274441.1,,lncRNA,36636019,36649347,"novel transcript,
9572, ENSG00000271964.1, antisense, -0.116725473821181, 5.92986628398491, ENSG00000271964.1,,lncRNA,16314439,16314987,"novel transcript,
12869, ENSG00000238694.1, snoRNA, 0.117851369963909, 1.07825147091201, ENSG00000238694.1,,snoRNA,34966241,34966344,
5268, ENSG00000197454.2, protein_coding, 0.11456814218128, 2.90364617908826, ENSG00000197454.2,OR2L5,protein_coding,248013660,248024276,
2165, ENSG00000279778.1, TEC, 0.119775206022909, 2.4133522802858, ENSG00000279778.1,,TEC,87805286,87808372,
4897, ENSG00000252051.1, misc_RNA, 0.119819872488781, 5.20285626124853, ENSG00000252051.1,RN7SKP276,misc_RNA,229410500,229410767,
5156, ENSG00000229960.1, lincRNA, -0.114987899050107, 4.92130053061102, ENSG00000229960.1,,lncRNA,244068820,244093026,
5356, ENSG00000284600.1, antisense, -0.129585772859204, 1.51736130416552, ENSG00000284600.1,,lncRNA,1795525,1811526,"novel transcript,
7280, ENSG00000223973.2, transcribed_processed_pseudogene, 0.122830172154175, -0.927285775613069, ENSG00000223973.2,PAFAH1B1P2,transcribed_processed_pseudogene,111383752,111384992,
13286, ENSG00000248639.2, processed_pseudogene, 0.131057280381433, 6.91632695166731, ENSG00000248639.2,,processed_pseudogene,68293127,68294364,"UDP glucuronos...yltransferase 2 family,
4933, ENSG00000227934.1, processed_pseudogene, -0.118111452901285, 5.54714167044848, ENSG00000227934.1,,processed_pseudogene,231021611,231022183,
4251, ENSG00000213045.3, processed_pseudogene, 0.113851705216338, 5.48733738969693, ENSG00000213045.3,,processed_pseudogene,200329161,200329677,
16205, ENSG00000249169.1, lincRNA, -0.116077423336863, 4.8433899558117, ENSG00000249169.1,,lncRNA,92654848,92679141,
9200, ENSG00000222022.1, lincRNA, 0.12809214416674, 1.65788585569648, ENSG00000222022.1,,lncRNA,237421420,237425276,
11464, ENSG00000240888.1, sense_intronic, 0.125767326805146, 6.55077102770057, ENSG00000240888.1,,lncRNA,143313067,143314429,
5594, ENSG00000235911.1, lincRNA, 0.124619461765646, 2.3151905602576, ENSG00000235911.1,,lncRNA,19711715,19717576,
3642, ENSG00000241347.3, misc_RNA, 0.13051979763095, -1.35176230861498, ENSG00000241347.3,RN7SL466P,misc_RNA,161735808,161736102,"RNA, 7SL, cytoplasmic 466,
9428, ENSG00000212327.1, snRNA, 0.11659623544233, 0.916103472527849, ENSG00000212327.1,RNU6-882P,snRNA,9919051,9919153,"RNA, U6 small nuclear 882,
2770, ENSG00000226446.1, processed_pseudogene, -0.11608847590451, 5.01585950168863, ENSG00000226446.1,NOTCH2P1,processed_pseudogene,119886304,119886927,
8727, ENSG00000199585.1, rRNA_pseudogene, -0.118255550879486, 5.2802876045237, ENSG00000199585.1,RNA5SP119,rRNA_pseudogene,211535653,211535769,"RNA,
1024, ENSG00000235790.7, antisense, -0.116742290662566, 0.0367735080110542, ENSG00000235790.7,PEF1-AS1,lncRNA,31644049,31660162,
6113, ENSG00000202227.1, snRNA, 0.125485327659476, -1.03579840153217, ENSG00000202227.1,RNU6-282P,snRNA,48501922,48502024,"RNA, U6 small nuclear 282,
11973, ENSG00000241946.1, processed_pseudogene, 0.113030730310899, 1.15002396568833, ENSG00000241946.1,,processed_pseudogene,180589887,180590047,"pseudogene similar to part of proteasome (prosome,
10156, ENSG00000230698.1, antisense, 0.118665140886278, 1.82777723530085, ENSG00000230698.1,,lncRNA,49899302,49903757,
14255, ENSG00000250969.1, lincRNA, -0.115198392846347, 6.86675201926866, ENSG00000250969.1,,lncRNA,143286293,143329858,
13055, ENSG00000248256.1, antisense, -0.127566297388224, 6.61677031481672, ENSG00000248256.1,OCIAD1-AS1,lncRNA,48852008,48860203,
15294, ENSG00000249226.1, processed_pseudogene, 0.134788851729663, -0.264903681292257, ENSG00000249226.1,SUCLG2P4,processed_pseudogene,29001760,29003357,
6366, ENSG00000214533.3, processed_pseudogene, -0.157187366608204, -1.34772773024199, ENSG00000214533.3,KRT18P33,processed_pseudogene,65666695,65667737,
14733, ENSG00000251359.4, lincRNA, 0.112656745528502, 3.22008380020377, ENSG00000251359.4,WWC2-AS2,lncRNA,183097017,183099199,
5778, ENSG00000206731.1, snoRNA, 0.168638475961284, -0.248389814350676, ENSG00000206731.1,,snoRNA,27642043,27642169,
16814, ENSG00000248211.1, antisense, -0.110300989892417, 3.36271249266554, ENSG00000248211.1,TRPC7-AS1,lncRNA,136214048,136222159,
7081, ENSG00000272902.2, lincRNA, 0.171632275573131, -1.542478263778, ENSG00000272902.2,TBC1D8-AS1,lncRNA,101151660,101155412,
3993, ENSG00000272906.1, lincRNA, 0.137931111279654, 1.89877276370527, ENSG00000272906.1,,lncRNA,179881607,179882595,"novel transcript,
13528, ENSG00000207065.1, snRNA, 0.107614261598302, 5.18587571552749, ENSG00000207065.1,RNU5A-2P,snRNA,81334303,81334418,"RNA, U5A small nuclear 2,
14491, ENSG00000248429.5, antisense, 0.125667900171701, -1.26001049648338, ENSG00000248429.5,GASK1B-AS1,lncRNA,158170752,158202877,
18137, ENSG00000282804.1, protein_coding, 0.123528157577145, 0.195378380290594, ENSG00000282804.1,,protein_coding,24797373,24809798,
4164, ENSG00000226723.2, processed_pseudogene, 0.1250771514733, 5.0678467941191, ENSG00000226723.2,,processed_pseudogene,192246708,192247487,"pseudogene similar to ATP-binding cassette, sub-family E (OABP),
6902, ENSG00000229089.8, transcribed_unprocessed_pseudogene, -0.117042424748359, 2.87592472214268, ENSG00000229089.8,ANKRD20A8P,transcribed_unprocessed_pseudogene,94791103,94857282,"ankyrin repeat domain 20 family member A8,
3959, ENSG00000273384.1, lincRNA, -0.116989697958036, 6.37033505317816, ENSG00000273384.1,,lncRNA,178651706,178652282,
3748, ENSG00000272033.1, sense_intronic, 0.132505200629844, -0.766208892855404, ENSG00000272033.1,,lncRNA,167379108,167381000,"novel transcript,
4684, ENSG00000238078.1, lincRNA, -0.115801564361276, 4.39218673958521, ENSG00000238078.1,LINC01352,lncRNA,220829255,220832429,
18296, ENSG00000199851.2, snoRNA, 0.116876493103246, 0.180026394048355, ENSG00000199851.2,U3,snoRNA,28015568,28015777,
7117, ENSG00000231723.1, processed_pseudogene, -0.113651338114638, 3.80881114824691, ENSG00000231723.1,CAPZBP1,processed_pseudogene,103623630,103623830,
6286, ENSG00000266097.1, miRNA, 0.13017586911769, -0.347392735084572, ENSG00000266097.1,MIR5192,miRNA,62205826,62205917,
6784, ENSG00000211597.2, IG_J_gene, -0.114894152467777, 2.00734715826616, ENSG00000211597.2,IGKJ1,IG_J_gene,88861886,88861923,
13, ENSG00000268903.1, processed_pseudogene, 0.144040055792166, -1.30452096131685, ENSG00000268903.1,,processed_pseudogene,135141,135895,
16482, ENSG00000248295.2, processed_pseudogene, 0.120527268488446, 2.88867714163467, ENSG00000248295.2,DDX43P1,processed_pseudogene,115974513,115976275,
10837, ENSG00000252889.1, snRNA, 0.114762074505014, 4.16715758499913, ENSG00000252889.1,RNU6-1236P,snRNA,109225129,109225227,"RNA, U6 small nuclear 1236,
19033, ENSG00000207769.1, miRNA, 0.123692259983353, 3.22451257682743, ENSG00000207769.1,MIR586,miRNA,45197674,45197770,
9339, ENSG00000214074.3, processed_pseudogene, 0.143223343782758, -1.22914732273615, ENSG00000214074.3,RPL23AP39,processed_pseudogene,1730070,1730474,
7445, ENSG00000279721.1, TEC, -0.117295931699991, 4.9270235729047, ENSG00000279721.1,,TEC,121688203,121689714,
714, ENSG00000266564.1, miRNA, 0.143100456251925, 0.721557971045623, ENSG00000266564.1,MIR4418,miRNA,22266239,22266300,
8428, ENSG00000203435.2, processed_pseudogene, -0.114869611330585, 4.69002758944608, ENSG00000203435.2,E2F3P2,processed_pseudogene,195994259,195995680,
15464, ENSG00000248651.1, processed_pseudogene, 0.112703372422254, 1.99229691424434, ENSG00000248651.1,GCSHP1,processed_pseudogene,39888576,39889059,
9604, ENSG00000201545.1, snRNA, -0.121140038814597, 2.5175657042944, ENSG00000201545.1,RNU4-85P,snRNA,19996803,19996925,"RNA, U4 small nuclear 85,
16226, ENSG00000232578.4, processed_pseudogene, 0.134020853723065, -1.36079881550686, ENSG00000232578.4,,processed_pseudogene,94592771,94594791,
4524, ENSG00000228110.4, processed_pseudogene, -0.119359591249026, 3.40792040156625, ENSG00000228110.4,ST13P19,processed_pseudogene,210265636,210267241,"ST13,
15033, ENSG00000249486.1, unprocessed_pseudogene, 0.115547033428235, 2.1454878487231, ENSG00000249486.1,,unprocessed_pseudogene,8157541,8157788,
6703, ENSG00000252321.1, misc_RNA, -0.114359369850348, 4.91786736069204, ENSG00000252321.1,RN7SKP83,misc_RNA,85820435,85820612,
9946, ENSG00000225873.4, transcribed_unitary_pseudogene, -0.114306256409332, 8.48154740873043, ENSG00000225873.4,C3orf86,transcribed_unitary_pseudogene,44421127,44439946,
581, ENSG00000272426.1, lincRNA, 0.114213914309877, 3.22377708741113, ENSG00000272426.1,,lncRNA,16904339,16904776,
11280, ENSG00000274810.4, protein_coding, 0.12122708761879, 3.82106116812772, ENSG00000274810.4,NPHP3-ACAD11,protein_coding,132558142,132722459,
4852, ENSG00000230841.2, processed_pseudogene, 0.137289638159876, -0.740900445905887, ENSG00000230841.2,RPL23AP15,processed_pseudogene,228449163,228449621,
18084, ENSG00000227803.2, antisense, 0.121813105748269, 1.22424265356983, ENSG00000227803.2,,lncRNA,20212087,20317739,"novel transcript,
13089, ENSG00000199924.1, snRNA, 0.12647490472093, 0.00907804575051828, ENSG00000199924.1,RNU6-1252P,snRNA,52494849,52494952,"RNA, U6 small nuclear 1252,
6782, ENSG00000211595.2, IG_J_gene, -0.111332866405121, 5.31833407600023, ENSG00000211595.2,IGKJ3,IG_J_gene,88861221,88861258,
3293, ENSG00000278694.1, unprocessed_pseudogene, -0.113510902461309, 4.33216578142824, ENSG00000278694.1,,unprocessed_pseudogene,154312462,154313084,
16731, ENSG00000249073.1, lincRNA, -0.113945509544055, 5.65836373095386, ENSG00000249073.1,WSPAR,lncRNA,133913677,133917269,
8184, ENSG00000272729.1, antisense, -0.113081658115745, 4.23710323627683, ENSG00000272729.1,,lncRNA,176164164,176165716,"novel transcript,
14923, ENSG00000249201.2, antisense, 0.124418572054474, 3.17329806272128, ENSG00000249201.2,TERLR1,lncRNA,1173141,1178605,
13076, ENSG00000251630.1, processed_pseudogene, -0.129681658637497, 0.778138063405038, ENSG00000251630.1,,processed_pseudogene,49561285,49561470,
18804, ENSG00000224666.3, antisense, -0.114519949836918, 1.80438471545932, ENSG00000224666.3,ETV7-AS1,lncRNA,36386831,36393462,
950, ENSG00000274266.1, snoRNA, 0.141641829150723, 0.290513698782631, ENSG00000274266.1,SNORA73A,snoRNA,28507366,28507571,"small nucleolar RNA,
7906, ENSG00000283436.1, lincRNA, 0.124971820157393, 0.852945324736316, ENSG00000283436.1,LINC01958,lncRNA,156655224,156695659,
13855, ENSG00000206601.1, snRNA, 0.183352594326243, -0.513456551266642, ENSG00000206601.1,RNU6-431P,snRNA,108652150,108652256,"RNA, U6 small nuclear 431,
10007, ENSG00000268324.2, antisense, 0.125673360011764, -0.490727003684699, ENSG00000268324.2,LRRC2-AS1,lncRNA,46557398,46559694,
10542, ENSG00000230655.3, unprocessed_pseudogene, 0.11839009262912, 3.09257036071096, ENSG00000230655.3,OR7E55P,unprocessed_pseudogene,75370448,75371342,
8322, ENSG00000226410.1, processed_pseudogene, 0.116124078261793, 8.90499334718772, ENSG00000226410.1,,processed_pseudogene,186162949,186163245,
9393, ENSG00000224884.1, lincRNA, 0.142599697684838, -1.25492358951074, ENSG00000224884.1,,lncRNA,8573726,8593124,
